CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
horsegram, light soi,47.1,26.0,35.1,33.9,70.9,6.6
horsegram,heavy soil ,41.3,31.7,33.3,39.7,52.4,6.3
horsegram, light soi,54.4,38.1,35.2,26.3,77.2,7.3
horsegram,heavy soil ,50.8,39.6,31.8,38.8,78.1,6.1
horsegram, light soi,47.5,33.6,28.8,25.0,57.8,7.2
horsegram,heavy soil ,41.4,36.4,34.2,29.8,57.6,7.0
horsegram, light soi,51.4,22.8,22.9,28.8,64.5,6.6
horsegram,heavy soil ,43.1,38.8,25.1,28.3,75.2,7.0
horsegram, light soi,40.7,31.0,20.4,26.8,57.5,6.5
horsegram,heavy soil ,43.0,29.8,35.4,29.3,78.1,7.5
horsegram, light soi,54.2,26.9,24.1,36.3,64.1,7.1
horsegram,heavy soil ,47.0,36.9,24.9,26.9,76.2,6.8
horsegram, light soi,45.1,38.5,35.4,37.8,79.4,6.4
horsegram,heavy soil ,55.7,38.7,21.8,25.5,56.0,6.4
horsegram, light soi,44.6,39.0,35.8,39.2,66.3,6.5
horsegram,heavy soil ,45.4,27.6,20.9,32.7,66.4,7.3
horsegram, light soi,56.3,38.5,21.2,37.9,70.6,6.2
horsegram,heavy soil ,46.1,26.6,34.6,33.5,68.3,6.3
horsegram, light soi,49.7,23.3,27.8,37.8,59.6,6.2
horsegram,heavy soil ,51.9,23.6,22.3,36.3,65.9,6.5
horsegram, light soi,59.5,24.5,36.1,29.9,74.4,7.1
horsegram,heavy soil ,55.9,22.3,25.4,37.6,63.6,6.7
horsegram, light soi,53.9,20.0,21.3,31.9,57.0,6.0
horsegram,heavy soil ,50.0,28.5,38.4,29.6,65.8,7.2
horsegram, light soi,50.0,37.6,23.8,27.8,77.8,6.2
horsegram,heavy soil ,50.0,28.6,24.4,34.7,50.5,6.9
horsegram, light soi,52.7,32.2,39.1,38.0,67.3,6.1
horsegram,heavy soil ,56.6,38.7,36.6,33.8,76.6,6.5
horsegram, light soi,48.2,36.9,26.4,26.6,53.2,7.1
horsegram,heavy soil ,51.8,39.0,28.3,26.7,54.9,7.0
horsegram, light soi,41.4,36.1,24.3,29.5,61.9,6.5
horsegram,heavy soil ,55.0,30.1,37.2,30.0,50.6,6.3
horsegram, light soi,49.0,20.9,37.7,32.7,54.6,6.2
horsegram,heavy soil ,47.6,32.5,23.3,26.7,57.3,6.2
horsegram, light soi,48.2,37.7,30.7,35.1,55.9,7.2
horsegram,heavy soil ,48.3,27.1,28.8,31.4,62.4,6.8
horsegram, light soi,53.2,27.5,25.5,29.7,59.6,7.0
horsegram,heavy soil ,59.1,24.2,37.6,38.9,69.7,6.8
horsegram, light soi,57.1,36.9,36.5,27.0,51.5,7.2
horsegram,heavy soil ,41.3,36.7,22.5,33.4,72.3,6.7
horsegram, light soi,41.6,26.7,24.3,37.8,63.6,6.6
horsegram,heavy soil ,53.7,35.2,33.5,35.9,79.3,7.3
horsegram, light soi,47.5,28.0,36.0,30.7,58.1,6.5
horsegram,heavy soil ,57.2,25.7,20.3,37.4,58.9,6.7
horsegram, light soi,43.8,34.5,39.5,37.1,52.5,7.2
horsegram,heavy soil ,47.9,26.7,21.5,39.4,72.3,6.3
horsegram, light soi,44.6,35.1,33.7,33.1,69.0,6.1
horsegram,heavy soil ,54.3,35.0,39.1,39.8,71.5,6.5
horsegram, light soi,56.1,34.2,38.7,39.9,61.1,6.0
horsegram,heavy soil ,41.8,27.7,32.3,30.4,59.4,6.5
horsegram, light soi,56.6,31.8,26.1,25.9,79.4,6.1
horsegram,heavy soil ,45.9,30.9,39.6,25.5,60.6,7.1
horsegram, light soi,57.4,33.6,30.5,36.1,69.3,7.3
horsegram,heavy soil ,59.8,25.6,33.2,35.1,56.8,7.2
horsegram, light soi,54.1,26.3,30.9,28.9,72.1,6.5
horsegram,heavy soil ,57.2,27.5,31.2,33.2,61.3,6.6
horsegram, light soi,47.1,37.1,21.0,28.1,53.0,6.4
horsegram,heavy soil ,45.5,36.2,21.7,30.6,62.6,6.8
horsegram, light soi,51.1,36.8,21.0,34.7,65.7,7.1
horsegram,heavy soil ,59.6,36.5,30.3,34.0,59.0,6.7
horsegram, light soi,44.3,39.5,32.5,27.7,50.8,6.4
horsegram,heavy soil ,41.8,38.9,24.0,25.1,59.7,6.5
horsegram, light soi,43.7,39.0,27.4,27.1,65.4,6.2
horsegram,heavy soil ,53.0,38.8,33.4,33.4,69.3,6.2
horsegram, light soi,49.7,27.7,23.7,28.9,71.6,6.0
horsegram,heavy soil ,58.6,28.4,21.3,40.0,51.1,6.2
horsegram, light soi,43.6,25.2,37.6,34.2,60.1,6.8
horsegram,heavy soil ,40.1,29.5,26.0,32.8,60.2,7.4
horsegram, light soi,48.0,24.6,29.7,32.1,78.7,6.3
horsegram,heavy soil ,43.7,25.8,37.3,28.6,56.5,6.1
horsegram, light soi,56.0,24.6,30.9,29.2,77.1,6.1
horsegram,heavy soil ,55.7,35.7,22.4,25.3,79.5,6.6
horsegram, light soi,41.2,38.7,22.9,27.0,50.8,6.8
horsegram,heavy soil ,59.4,24.8,26.2,31.3,76.0,7.2
horsegram, light soi,40.6,20.7,23.9,34.2,56.6,6.1
horsegram,heavy soil ,42.1,34.8,38.1,33.5,76.4,6.3
horsegram, light soi,43.2,34.5,28.1,38.8,54.2,7.4
horsegram,heavy soil ,59.8,29.9,31.7,26.2,76.4,7.0
horsegram, light soi,53.6,30.9,39.7,39.5,59.5,6.4
horsegram,heavy soil ,43.1,21.7,35.6,37.4,60.5,6.3
horsegram, light soi,43.8,34.2,22.5,28.9,77.7,6.7
horsegram,heavy soil ,51.6,29.4,29.0,26.7,75.3,7.3
horsegram, light soi,55.0,30.1,23.5,35.5,75.0,6.5
horsegram,heavy soil ,42.4,36.9,27.4,28.1,68.0,7.3
horsegram, light soi,40.9,22.6,28.0,30.8,66.6,6.9
horsegram,heavy soil ,41.4,21.4,25.0,35.1,61.0,7.3
horsegram, light soi,51.2,33.4,33.1,30.3,59.6,6.5
horsegram,heavy soil ,45.3,26.1,23.4,37.7,77.1,7.3
horsegram, light soi,48.3,39.4,20.0,39.9,59.5,6.8
horsegram,heavy soil ,51.7,28.5,20.7,35.6,56.1,7.2
horsegram, light soi,43.0,36.5,31.2,30.6,65.1,6.2
horsegram,heavy soil ,40.2,35.6,29.1,33.5,65.8,6.9
horsegram, light soi,46.7,31.3,35.3,34.7,73.2,6.4
horsegram,heavy soil ,54.2,25.0,21.1,29.5,50.6,6.9
horsegram, light soi,51.9,32.8,29.8,38.0,57.0,6.2
horsegram,heavy soil ,57.9,35.2,29.1,39.6,59.9,7.5
horsegram, light soi,53.0,34.9,32.6,38.9,73.3,6.7
horsegram,heavy soil ,43.2,28.7,38.9,31.3,70.8,6.8
horsegram, light soi,49.0,28.6,26.7,32.3,66.8,7.1
horsegram,heavy soil ,47.5,29.3,22.3,31.2,65.7,7.0
horsegram, light soi,43.5,31.8,31.5,31.2,61.6,6.3
horsegram,heavy soil ,58.7,25.3,38.5,35.6,54.1,6.3
horsegram, light soi,47.7,31.2,21.1,33.0,63.1,6.6
horsegram,heavy soil ,55.8,26.5,39.7,32.9,66.9,6.3
horsegram, light soi,51.3,29.9,29.2,35.0,78.6,7.5
horsegram,heavy soil ,57.2,29.1,27.5,39.8,55.5,6.7
horsegram, light soi,46.4,33.2,38.7,37.8,56.7,6.8
horsegram,heavy soil ,53.7,36.7,21.9,31.7,73.2,6.6
horsegram, light soi,48.4,38.0,28.9,32.8,65.6,6.1
horsegram,heavy soil ,47.2,34.8,22.3,32.0,52.9,6.5
horsegram, light soi,42.8,28.1,26.9,31.2,71.6,6.8
horsegram,heavy soil ,40.7,31.5,20.3,26.6,53.0,6.2
horsegram, light soi,58.9,23.0,30.8,39.3,73.6,6.8
horsegram,heavy soil ,49.4,37.7,37.2,35.9,79.5,6.5
horsegram, light soi,46.1,22.5,23.1,39.7,65.2,6.4
horsegram,heavy soil ,48.6,31.3,30.1,26.8,65.5,6.9
horsegram, light soi,40.1,26.5,32.7,29.6,72.7,7.3
horsegram,heavy soil ,53.3,39.6,38.1,38.0,63.3,7.4
horsegram, light soi,48.3,26.3,20.8,31.6,51.6,6.7
horsegram,heavy soil ,52.3,34.6,31.0,27.8,52.4,6.5
horsegram, light soi,51.5,33.2,34.4,37.4,71.9,7.4
horsegram,heavy soil ,57.0,24.2,32.3,26.8,56.9,7.2
horsegram, light soi,58.1,28.6,34.3,34.5,53.4,7.3
horsegram,heavy soil ,42.9,33.7,39.1,31.7,75.2,6.7
horsegram, light soi,47.8,33.7,20.5,29.7,57.2,7.4
horsegram,heavy soil ,45.1,28.1,31.3,36.5,57.8,7.3
horsegram, light soi,54.8,36.3,23.2,30.7,72.8,6.6
horsegram,heavy soil ,54.3,30.0,21.4,28.0,54.1,7.3
horsegram, light soi,55.8,22.5,35.8,25.6,52.2,6.7
horsegram,heavy soil ,52.0,23.1,24.5,38.2,53.7,6.5
horsegram, light soi,57.4,26.6,27.6,39.2,75.1,7.4
horsegram,heavy soil ,52.9,22.4,25.0,30.5,67.8,6.1
horsegram, light soi,46.9,39.7,33.5,31.2,77.0,6.1
horsegram,heavy soil ,59.4,35.1,29.1,27.2,76.8,6.9
horsegram, light soi,47.0,35.8,31.1,32.9,50.0,6.8
horsegram,heavy soil ,56.1,39.0,39.8,30.8,50.7,7.0
horsegram, light soi,58.6,28.1,21.3,35.8,51.6,6.1
horsegram,heavy soil ,51.4,26.6,21.8,37.6,63.4,6.5
horsegram, light soi,58.4,34.3,29.7,38.9,72.2,7.3
horsegram,heavy soil ,48.4,31.0,27.5,29.2,62.6,6.0
horsegram, light soi,45.8,28.8,31.3,32.1,68.8,7.4
horsegram,heavy soil ,44.0,26.7,22.9,26.2,63.0,7.2
horsegram, light soi,57.2,20.7,34.1,33.9,68.3,6.9
horsegram,heavy soil ,56.9,30.5,37.4,26.2,68.2,6.8
horsegram, light soi,48.0,38.9,31.0,35.1,78.0,6.5
horsegram,heavy soil ,56.4,37.4,23.8,34.8,63.6,7.5
horsegram, light soi,41.5,27.8,26.1,31.5,57.8,6.7
horsegram,heavy soil ,59.1,31.9,30.7,30.7,64.5,6.3
horsegram, light soi,45.1,21.8,28.8,31.4,56.0,7.0
horsegram,heavy soil ,44.6,32.7,21.5,35.5,65.8,6.4
horsegram, light soi,49.6,21.8,38.5,33.2,64.8,6.7
horsegram,heavy soil ,55.8,30.4,30.9,29.9,77.7,6.3
horsegram, light soi,46.5,30.8,33.1,32.2,62.9,6.4
horsegram,heavy soil ,52.2,21.0,33.8,35.0,51.4,7.5
horsegram, light soi,55.9,37.1,28.6,39.2,75.7,6.5
horsegram,heavy soil ,41.2,34.1,38.0,30.2,66.3,7.0
horsegram, light soi,40.3,39.7,28.6,36.3,62.1,6.1
horsegram,heavy soil ,47.9,30.9,21.2,29.5,68.7,6.6
horsegram, light soi,55.0,37.6,39.3,39.7,70.4,7.5
horsegram,heavy soil ,54.8,37.3,21.9,29.7,75.0,7.2
horsegram, light soi,53.5,23.9,31.5,37.4,65.9,7.4
horsegram,heavy soil ,56.7,29.1,37.6,28.0,53.9,7.3
horsegram, light soi,44.0,29.3,23.3,26.7,56.4,7.1
horsegram,heavy soil ,51.7,24.6,26.4,31.0,77.4,7.2
horsegram, light soi,58.6,29.7,30.0,39.0,73.3,6.5
horsegram,heavy soil ,48.6,29.7,32.8,35.2,75.3,6.6
horsegram, light soi,60.0,26.5,37.2,29.0,69.1,7.1
horsegram,heavy soil ,46.4,32.8,39.4,37.3,71.1,6.5
horsegram, light soi,59.6,20.7,20.5,33.2,75.8,7.2
horsegram,heavy soil ,57.4,24.5,24.2,32.2,55.6,7.3
horsegram, light soi,45.3,36.7,34.4,30.2,64.6,6.1
horsegram,heavy soil ,51.3,25.9,32.5,36.6,56.8,6.2
horsegram, light soi,46.1,34.1,32.2,34.7,59.1,7.0
horsegram,heavy soil ,49.2,34.6,30.2,32.5,58.1,6.6
horsegram, light soi,58.9,26.2,32.8,25.5,78.2,6.9
horsegram,heavy soil ,55.3,23.7,28.5,30.8,61.6,6.7
horsegram, light soi,51.0,36.2,25.2,39.0,73.7,6.9
horsegram,heavy soil ,51.0,24.6,39.0,37.9,54.2,6.7
horsegram, light soi,49.7,29.4,34.5,39.3,54.7,6.8
horsegram,heavy soil ,54.9,23.8,27.0,28.2,59.8,6.6
horsegram, light soi,41.2,23.4,25.9,28.6,56.0,6.3
horsegram,heavy soil ,53.9,33.9,29.6,31.6,67.5,7.0
horsegram, light soi,43.0,26.4,23.9,34.1,58.0,7.0
horsegram,heavy soil ,47.4,25.7,37.1,34.6,73.0,6.1
horsegram, light soi,46.5,22.3,38.0,37.9,75.3,7.2
horsegram,heavy soil ,44.1,21.1,33.8,35.1,58.6,6.4
horsegram, light soi,47.6,34.6,28.1,27.2,76.1,6.7
horsegram,heavy soil ,52.5,24.8,21.9,26.8,60.9,6.1
horsegram, light soi,48.2,37.6,22.1,27.4,54.9,7.4
horsegram,heavy soil ,52.0,29.2,33.5,27.2,53.8,6.3
horsegram, light soi,40.4,28.7,29.0,37.8,77.0,7.3
horsegram,heavy soil ,59.3,28.2,37.9,39.0,57.6,7.3
horsegram, light soi,54.1,20.8,20.5,35.1,51.6,6.6
horsegram,heavy soil ,45.1,30.1,33.8,25.4,56.0,6.6
horsegram, light soi,51.0,28.2,21.1,25.6,52.9,6.0
horsegram,heavy soil ,55.5,26.0,39.5,35.8,63.6,6.5
horsegram, light soi,55.9,22.6,32.6,31.7,57.3,6.1
horsegram,heavy soil ,53.5,33.2,36.7,28.0,60.8,7.3
horsegram, light soi,50.4,36.5,25.6,39.7,77.3,7.2
horsegram,heavy soil ,52.6,30.7,32.6,29.5,63.6,7.2
horsegram, light soi,42.2,29.2,21.5,28.2,67.3,7.5
horsegram,heavy soil ,44.8,23.1,23.5,30.4,69.7,6.6
horsegram, light soi,42.6,38.9,33.9,36.3,74.9,6.2
horsegram,heavy soil ,47.7,29.7,31.5,35.1,63.8,7.4
horsegram, light soi,46.1,34.3,26.1,28.4,59.9,7.4
horsegram,heavy soil ,55.6,33.4,30.0,30.6,77.1,7.5
horsegram, light soi,47.2,22.3,37.3,26.2,72.4,6.6
horsegram,heavy soil ,58.1,22.5,30.6,36.9,71.1,6.7
horsegram, light soi,55.9,31.1,30.2,36.9,76.9,6.1
horsegram,heavy soil ,52.4,37.7,39.0,37.8,62.1,6.4
horsegram, light soi,50.9,32.7,33.8,26.8,72.7,6.5
horsegram,heavy soil ,52.3,23.8,32.0,37.7,77.9,6.8
horsegram, light soi,41.9,28.3,32.0,27.3,74.6,6.2
horsegram,heavy soil ,49.5,21.4,33.5,27.7,67.1,6.5
horsegram, light soi,50.4,29.4,22.9,29.5,72.1,7.4
horsegram,heavy soil ,55.2,34.7,24.9,28.4,74.1,6.4
horsegram, light soi,58.4,33.0,28.2,37.3,66.5,7.1
horsegram,heavy soil ,48.9,28.5,35.7,39.7,56.7,6.8
horsegram, light soi,56.2,30.6,35.9,39.5,70.9,6.7
horsegram,heavy soil ,50.3,38.5,22.8,33.3,60.9,6.6
horsegram, light soi,52.1,21.6,24.5,26.6,75.5,7.3
horsegram,heavy soil ,50.0,30.0,34.4,28.3,63.3,6.7
horsegram, light soi,52.1,26.7,27.1,32.7,50.4,7.1
horsegram,heavy soil ,49.3,39.4,23.9,30.3,63.2,7.1
horsegram, light soi,41.5,21.8,27.2,39.6,67.3,7.4
horsegram,heavy soil ,54.2,36.3,26.4,30.9,70.4,6.4
horsegram, light soi,52.7,30.8,29.7,34.2,58.0,7.3
horsegram,heavy soil ,40.3,21.1,27.0,31.4,65.2,6.9
horsegram, light soi,47.9,38.0,35.3,29.6,57.8,7.3
horsegram,heavy soil ,48.3,40.0,38.5,37.9,51.7,6.3
horsegram, light soi,42.4,25.8,31.1,27.1,77.2,7.0
horsegram,heavy soil ,42.6,35.3,24.2,28.7,64.9,6.7
horsegram, light soi,47.9,25.8,39.4,26.6,52.0,6.2
horsegram,heavy soil ,54.4,25.7,24.6,38.5,56.1,7.1
horsegram, light soi,58.0,34.1,26.7,25.5,51.8,7.5
horsegram,heavy soil ,51.3,31.4,34.0,34.0,59.2,7.2
horsegram, light soi,41.6,25.5,29.1,31.7,76.4,6.8
horsegram,heavy soil ,49.1,23.0,39.5,36.6,59.6,6.5
horsegram, light soi,59.3,38.5,27.2,28.3,52.8,7.5
horsegram,heavy soil ,56.6,25.3,33.3,26.0,78.3,7.3
horsegram, light soi,47.8,31.3,24.5,28.6,65.4,6.4
horsegram,heavy soil ,46.4,28.7,35.5,39.3,60.2,6.6
horsegram, light soi,49.2,26.3,23.9,34.3,79.3,7.2
horsegram,heavy soil ,56.9,31.9,34.6,30.1,52.7,6.7
horsegram, light soi,44.4,34.5,28.4,38.3,72.1,6.8
horsegram,heavy soil ,51.3,24.6,21.9,31.5,64.0,6.3
horsegram, light soi,49.4,38.6,22.6,29.6,55.8,7.3
horsegram,heavy soil ,58.3,27.0,26.8,26.3,57.7,7.0
horsegram, light soi,51.3,38.6,30.4,29.8,51.1,6.7
horsegram,heavy soil ,59.2,39.4,20.3,28.3,71.9,6.4
horsegram, light soi,43.9,34.4,38.6,32.5,79.3,6.3
horsegram,heavy soil ,57.6,35.1,31.5,39.7,67.6,6.5
horsegram, light soi,50.6,25.9,34.7,25.0,51.6,7.3
horsegram,heavy soil ,52.8,27.8,33.7,26.7,60.5,6.6
horsegram, light soi,52.4,31.3,25.4,39.6,74.8,6.2
horsegram,heavy soil ,53.6,25.8,20.8,32.5,73.6,7.4
horsegram, light soi,44.1,26.9,33.6,25.3,59.8,6.4
horsegram,heavy soil ,47.2,25.2,36.1,37.6,63.2,6.7
horsegram, light soi,46.6,26.3,20.5,30.4,70.2,6.4
horsegram,heavy soil ,59.5,29.6,25.8,25.7,51.4,7.4
horsegram, light soi,46.0,30.2,20.9,31.1,52.8,6.2
horsegram,heavy soil ,57.0,37.6,29.2,33.9,51.3,7.3
horsegram, light soi,43.5,29.5,26.1,33.7,53.6,7.4
horsegram,heavy soil ,41.4,21.1,34.8,27.1,51.3,6.3
horsegram, light soi,50.1,34.6,37.6,39.3,75.1,6.8
horsegram,heavy soil ,52.7,34.1,30.0,33.6,71.5,6.5
horsegram, light soi,58.0,27.3,38.4,28.1,54.0,6.9
horsegram,heavy soil ,50.0,20.7,20.2,38.9,69.1,7.0
horsegram, light soi,53.8,20.2,39.9,27.9,65.4,6.3
horsegram,heavy soil ,47.9,22.7,32.8,29.9,69.6,6.9
horsegram, light soi,59.7,21.5,20.6,36.9,69.8,6.1
horsegram,heavy soil ,56.1,26.3,34.2,27.1,55.9,6.7
horsegram, light soi,46.1,29.3,24.4,36.8,78.3,6.7
horsegram,heavy soil ,48.8,22.2,28.9,38.0,56.5,6.9
horsegram, light soi,49.8,30.3,36.8,28.4,76.0,6.9
horsegram,heavy soil ,54.6,22.9,35.7,32.5,66.6,6.5
horsegram, light soi,55.9,30.4,28.1,33.7,53.9,6.2
horsegram,heavy soil ,47.9,27.5,24.5,34.5,67.3,6.1
horsegram, light soi,47.8,27.1,28.8,31.0,78.7,6.3
horsegram,heavy soil ,53.2,39.7,33.6,29.8,63.2,7.4
horsegram, light soi,53.2,35.3,21.5,38.1,76.1,7.0
horsegram,heavy soil ,47.7,34.5,31.3,37.4,58.9,6.8
horsegram, light soi,46.5,34.1,37.6,26.0,64.7,6.2
horsegram,heavy soil ,41.0,38.2,37.2,29.9,52.5,6.1
horsegram, light soi,54.6,25.1,28.2,34.2,63.8,7.0
horsegram,heavy soil ,41.3,35.9,33.5,31.2,72.6,7.5
horsegram, light soi,53.9,34.2,37.2,27.9,60.2,6.4
horsegram,heavy soil ,41.6,34.2,25.7,37.9,79.2,6.8
horsegram, light soi,55.3,34.8,38.2,34.1,50.0,7.4
horsegram,heavy soil ,56.2,35.3,22.5,29.9,76.2,7.1
horsegram, light soi,40.7,29.9,23.7,34.2,76.1,6.2
horsegram,heavy soil ,58.9,26.3,38.2,39.8,78.8,6.9
horsegram, light soi,48.0,25.8,35.3,39.2,54.0,7.3
horsegram,heavy soil ,51.5,39.9,30.6,36.9,74.3,6.4
horsegram, light soi,50.2,28.4,21.4,25.5,65.7,6.3
horsegram,heavy soil ,48.5,25.6,33.3,36.9,55.4,6.1
horsegram, light soi,47.5,31.3,38.8,27.1,51.6,6.0
horsegram,heavy soil ,59.9,28.6,20.8,30.6,70.6,7.1
horsegram, light soi,45.7,32.8,25.6,31.3,67.9,7.0
horsegram,heavy soil ,54.0,31.9,31.5,29.9,55.7,6.7
horsegram, light soi,46.0,34.7,34.1,30.2,75.6,6.4
horsegram,heavy soil ,53.5,29.3,20.4,25.9,59.3,6.6
horsegram, light soi,47.5,32.0,39.3,39.4,51.9,7.0
horsegram,heavy soil ,44.1,30.1,39.8,31.6,70.0,6.2
horsegram, light soi,55.3,23.9,22.8,33.6,72.5,6.7
horsegram,heavy soil ,46.1,32.1,22.0,29.4,54.7,7.1
horsegram, light soi,42.0,25.4,38.2,29.9,76.8,7.1
horsegram,heavy soil ,42.0,39.8,31.8,34.7,71.3,7.1
horsegram, light soi,45.5,25.1,29.6,37.7,77.3,7.2
horsegram,heavy soil ,45.0,38.5,39.8,27.3,53.6,6.6
horsegram, light soi,47.9,33.1,38.4,36.1,73.1,6.9
horsegram,heavy soil ,48.6,34.1,21.8,33.1,73.7,7.0
horsegram, light soi,45.3,35.2,30.0,32.7,61.6,6.0
horsegram,heavy soil ,55.1,20.3,40.0,26.3,55.6,6.8
horsegram, light soi,42.0,34.1,31.5,33.9,57.2,7.0
horsegram,heavy soil ,57.0,25.3,24.2,27.2,66.1,6.6
horsegram, light soi,54.5,36.0,25.2,34.9,63.2,6.6
horsegram,heavy soil ,48.2,24.9,33.0,29.5,66.7,6.5
horsegram, light soi,47.7,26.2,39.9,26.0,75.5,6.0
horsegram,heavy soil ,46.1,25.0,23.8,32.6,57.4,7.0
horsegram, light soi,45.4,28.2,35.5,29.5,76.0,6.5
horsegram,heavy soil ,54.5,29.2,23.4,30.6,76.2,6.5
horsegram, light soi,45.7,25.8,25.6,36.8,74.1,7.3
horsegram,heavy soil ,52.3,23.4,26.2,28.8,73.1,6.0
horsegram, light soi,42.7,21.2,25.1,29.9,55.7,7.3
horsegram,heavy soil ,44.2,35.9,26.9,30.9,66.1,6.8
horsegram, light soi,57.0,39.7,21.2,39.4,50.2,6.9
horsegram,heavy soil ,42.7,35.8,25.0,34.7,52.0,6.1
horsegram, light soi,47.2,20.6,39.7,30.3,54.4,6.7
horsegram,heavy soil ,51.3,24.3,27.6,36.9,77.2,6.7
horsegram, light soi,45.9,28.9,30.9,32.0,66.3,7.0
horsegram,heavy soil ,46.4,26.4,23.7,26.4,66.0,6.0
horsegram, light soi,56.7,35.1,31.2,26.1,66.1,6.8
horsegram,heavy soil ,40.2,34.8,33.7,36.8,58.8,7.1
horsegram, light soi,56.6,24.4,20.4,37.0,75.9,6.6
horsegram,heavy soil ,60.0,22.3,27.3,36.0,55.5,7.1
horsegram, light soi,40.9,23.1,39.9,27.7,62.2,6.1
horsegram,heavy soil ,56.3,32.5,39.5,26.9,52.9,6.8
horsegram, light soi,57.8,20.2,33.0,29.5,70.5,7.0
horsegram,heavy soil ,56.6,28.2,32.0,30.7,53.6,6.8
horsegram, light soi,46.6,22.2,34.3,26.4,67.3,7.1
horsegram,heavy soil ,47.2,26.5,32.6,38.8,71.5,6.5
horsegram, light soi,45.7,23.4,23.1,38.6,69.0,6.9
horsegram,heavy soil ,46.2,30.0,24.2,39.9,55.3,6.9
horsegram, light soi,47.2,36.3,37.3,29.7,54.7,6.8
horsegram,heavy soil ,46.7,29.3,31.0,30.3,73.3,6.5
horsegram, light soi,46.8,36.1,21.9,30.8,58.4,6.8
horsegram,heavy soil ,52.1,30.0,30.1,29.2,65.5,7.0
horsegram, light soi,48.5,25.5,30.1,33.7,79.3,7.5
horsegram,heavy soil ,45.3,32.2,28.2,25.0,58.1,6.5
horsegram, light soi,53.3,29.7,32.1,30.0,74.3,6.7
horsegram,heavy soil ,47.5,33.8,22.6,38.0,67.5,7.3
horsegram, light soi,57.0,22.2,25.6,27.8,76.5,7.2
horsegram,heavy soil ,58.3,20.2,29.8,26.6,60.2,7.3
horsegram, light soi,48.8,20.9,27.6,33.0,78.3,6.7
horsegram,heavy soil ,42.7,35.6,29.3,28.5,71.5,7.2
horsegram, light soi,46.6,33.3,25.8,33.1,74.8,6.2
horsegram,heavy soil ,44.8,20.4,30.8,36.3,77.4,7.4
horsegram, light soi,58.1,32.6,33.6,25.4,53.1,7.0
horsegram,heavy soil ,49.1,28.9,34.1,33.7,50.9,6.2
horsegram, light soi,41.7,23.9,27.6,28.0,55.0,6.8
horsegram,heavy soil ,56.9,36.6,38.8,28.7,76.0,6.3
horsegram, light soi,42.9,38.7,24.7,30.3,72.0,6.5
horsegram,heavy soil ,44.0,32.1,28.2,34.6,75.2,7.2
horsegram, light soi,41.5,38.5,25.9,38.3,72.7,6.9
horsegram,heavy soil ,40.1,37.9,29.1,28.4,73.4,7.2
horsegram, light soi,58.1,38.6,20.9,32.4,69.9,6.3
horsegram,heavy soil ,40.0,29.8,30.7,28.6,58.1,6.0
horsegram, light soi,41.1,34.9,32.5,32.8,58.9,7.0
horsegram,heavy soil ,48.8,32.3,33.6,25.9,61.7,6.3
horsegram, light soi,40.7,29.8,24.3,26.8,70.2,7.1
horsegram,heavy soil ,54.8,20.9,22.6,35.0,75.5,7.0
horsegram, light soi,48.7,20.3,28.2,26.7,58.3,6.6
horsegram,heavy soil ,56.6,32.7,37.2,39.7,71.1,6.6
horsegram, light soi,40.8,21.7,35.1,29.8,59.9,6.7
horsegram,heavy soil ,47.1,29.1,31.2,35.5,59.1,6.8
horsegram, light soi,51.9,32.8,37.3,38.9,59.1,6.4
horsegram,heavy soil ,41.6,30.0,30.9,27.6,64.2,6.0
horsegram, light soi,54.4,31.8,29.6,38.2,77.2,6.5
horsegram,heavy soil ,50.9,28.3,28.5,31.7,56.3,6.5
horsegram, light soi,47.0,20.2,39.8,28.2,58.6,7.0
horsegram,heavy soil ,51.7,32.6,25.8,30.9,51.8,6.9
horsegram, light soi,41.1,20.9,37.6,34.8,72.0,6.8
horsegram,heavy soil ,50.6,37.6,21.6,32.5,66.1,6.2
horsegram, light soi,54.1,21.1,28.2,26.2,58.0,6.8
horsegram,heavy soil ,53.5,35.9,24.0,31.5,64.5,6.8
horsegram, light soi,51.5,29.8,25.2,34.4,55.5,6.8
horsegram,heavy soil ,59.8,26.4,26.2,25.3,60.7,6.3
horsegram, light soi,51.9,36.9,20.1,35.2,58.0,6.8
horsegram,heavy soil ,44.7,32.7,34.9,28.8,58.7,7.5
horsegram, light soi,44.1,26.3,30.5,34.2,61.3,6.3
horsegram,heavy soil ,55.9,27.9,24.1,32.5,61.1,7.4
horsegram, light soi,46.9,33.9,25.5,33.3,57.7,7.2
horsegram,heavy soil ,44.4,33.8,20.4,35.2,76.0,6.6
horsegram, light soi,50.5,38.3,27.7,26.3,65.3,7.2
horsegram,heavy soil ,42.4,34.7,21.0,34.4,74.9,7.3
horsegram, light soi,48.5,39.4,36.1,26.0,75.9,7.1
horsegram,heavy soil ,58.9,36.7,28.2,34.2,53.0,7.1
horsegram, light soi,53.8,24.9,37.7,25.7,74.9,6.7
horsegram,heavy soil ,59.6,21.9,34.6,39.7,54.1,6.8
horsegram, light soi,57.8,33.8,34.9,29.5,54.0,7.3
horsegram,heavy soil ,56.7,31.4,25.5,27.4,63.4,6.6
horsegram, light soi,49.3,32.4,35.3,28.5,56.0,7.3
horsegram,heavy soil ,59.5,30.1,28.8,30.2,50.2,7.4
